node1,node2,combined_score
CTNNA1,ROBO1,908
PAK2,ROBO1,919
CTNNB1,ROBO1,924
SRGAP1,ROBO1,990
RAC1,ROBO1,920
PAK3,ROBO1,919
ENAH,ROBO1,970
CAP1,ROBO1,901
SRGAP3,ROBO1,966
CTNND1,ROBO1,909
CDC42,ROBO1,945
RHOA,ROBO1,936
CLASP2,ROBO1,906
VCL,ARMC8,903
CTSZ,ARMC8,901
CTSH,ARMC8,901
ALDOC,ARMC8,900
NFKB1,ARMC8,904
LTA4H,ARMC8,900
LTF,ARMC8,900
CTSD,ARMC8,901
CHI3L1,ARMC8,900
ORM1,ARMC8,900
GGH,ARMC8,901
LYZ,ARMC8,900
ERP44,ARMC8,902
CNN2,ARMC8,901
FTH1,ARMC8,900
KPNB1,ARMC8,900
PDXK,ARMC8,900
CSTB,ARMC8,900
PTX3,ARMC8,900
PPBP,ARMC8,900
LRG1,ARMC8,902
TOLLIP,ARMC8,900
HGS,ARMC8,712
ACAA1,ARMC8,900
HBB,ARMC8,900
HP,ARMC8,900
ILF2,ARMC8,900
PGM1,ARMC8,900
MMP9,ARMC8,902
SPTAN1,ARMC8,900
ASAH1,ARMC8,917
NIT2,ARMC8,900
ALDOA,ARMC8,905
CST3,ARMC8,900
IDH1,ARMC8,900
PTPN6,ARMC8,902
ORM2,ARMC8,900
WDR26,ARMC8,961
DBNL,ARMC8,900
CYCS,TFAM,856
CS,TFAM,818
MT-CO2,TFAM,767
SSBP1,TFAM,860
EMC2,EMC1,999
EMC3,EMC1,999
IGSF21,EMC1,729
DECR1,HSD17B4,838
ECH1,HSD17B4,987
APOA1,HSD17B4,912
CAT,HSD17B4,979
CPT1A,HSD17B4,912
RPS27A,HSD17B4,900
ACOX1,HSD17B4,989
CRAT,HSD17B4,989
PIPOX,HSD17B4,928
DHRS4,HSD17B4,923
ACAA1,HSD17B4,998
APOA2,HSD17B4,906
ME1,HSD17B4,904
CPT2,HSD17B4,726
SCP2,HSD17B4,995
HMGCL,HSD17B4,962
ACSL6,HSD17B4,780
ECI2,HSD17B4,887
RELA,HSD17B4,900
IDH1,HSD17B4,957
CROT,HSD17B4,936
PEX5L,HSD17B4,745
QDPR,PCBD2,953
PCBD1,PCBD2,856
ATP6V1D,XPNPEP1,706
LAP3,XPNPEP1,786
ATIC,XPNPEP1,777
TMEM201,XPNPEP1,805
ADD3,XPNPEP1,739
XPNPEP3,XPNPEP1,801
RNF20,XPNPEP1,826
CIAPIN1,XPNPEP1,824
AAAS,ALYREF,914
SF3A1,ALYREF,910
SNRPD3,ALYREF,980
PHF5A,ALYREF,956
PABPN1,ALYREF,982
CSTF1,ALYREF,918
HNRNPL,ALYREF,995
SF3A2,ALYREF,946
FBL,ALYREF,800
DDX5,ALYREF,967
PRPF19,ALYREF,982
SRSF9,ALYREF,953
NUP155,ALYREF,940
SF3B6,ALYREF,937
TARDBP,ALYREF,912
DDX39A,ALYREF,995
SNRPA,ALYREF,940
SNRPC,ALYREF,936
SYMPK,ALYREF,909
SNRPB2,ALYREF,929
LSM8,ALYREF,935
LSM7,ALYREF,939
FUS,ALYREF,928
SNRPA1,ALYREF,942
NUP210,ALYREF,905
PRPF38A,ALYREF,920
SRSF1,ALYREF,999
NUP133,ALYREF,914
SNW1,ALYREF,921
ACIN1,ALYREF,919
SNRNP40,ALYREF,934
DNAJC8,ALYREF,927
NUP54,ALYREF,920
PRPF6,ALYREF,949
CPSF6,ALYREF,769
SNRPF,ALYREF,988
DHX38,ALYREF,944
EIF4A3,ALYREF,994
SF3B4,ALYREF,951
CCT5,ALYREF,736
HNRNPU,ALYREF,974
RANBP2,ALYREF,933
NUP205,ALYREF,903
PPIL3,ALYREF,904
EIF4A1,ALYREF,707
NUP35,ALYREF,915
CPSF2,ALYREF,962
NUDT21,ALYREF,969
SNRPD1,ALYREF,971
SRRM2,ALYREF,945
LSM3,ALYREF,949
CD2BP2,ALYREF,900
PCBP1,ALYREF,972
SF3B3,ALYREF,932
PPIH,ALYREF,925
U2AF2,ALYREF,998
NUP93,ALYREF,945
DDX23,ALYREF,948
RBM14,ALYREF,938
USP39,ALYREF,903
PABPC1,ALYREF,764
HNRNPD,ALYREF,938
PRPF3,ALYREF,914
CSTF3,ALYREF,935
HNRNPA0,ALYREF,992
SNRNP200,ALYREF,918
NCL,ALYREF,745
SF3B2,ALYREF,921
PRPF31,ALYREF,923
HNRNPM,ALYREF,995
WDR33,ALYREF,913
SRSF7,ALYREF,996
SRRM1,ALYREF,992
NCBP2,ALYREF,972
SF3B1,ALYREF,930
DHX15,ALYREF,950
FIP1L1,ALYREF,928
HNRNPA1,ALYREF,998
NUP43,ALYREF,932
SNRPD2,ALYREF,994
CPSF7,ALYREF,914
HNRNPA2B1,ALYREF,996
HNRNPH1,ALYREF,996
PTBP1,ALYREF,994
SFPQ,ALYREF,801
HNRNPAB,ALYREF,827
NUP214,ALYREF,961
PCBP2,ALYREF,957
MATR3,ALYREF,949
ILF2,ALYREF,930
CTNNBL1,ALYREF,971
TPR,ALYREF,962
DHX9,ALYREF,984
CHTOP,ALYREF,989
BCAS2,ALYREF,942
SYNCRIP,ALYREF,745
RBMX,ALYREF,994
SRSF11,ALYREF,955
CDC5L,ALYREF,916
YBX1,ALYREF,957
HNRNPH2,ALYREF,943
CSTF2,ALYREF,972
SF3A3,ALYREF,913
PPIL1,ALYREF,912
SRSF3,ALYREF,996
SRSF4,ALYREF,954
PRPF4,ALYREF,965
HNRNPR,ALYREF,994
NCBP1,ALYREF,995
LSM2,ALYREF,927
HNRNPK,ALYREF,996
CRNKL1,ALYREF,906
SF1,ALYREF,939
NUP160,ALYREF,916
POLR2B,ALYREF,919
HNRNPUL1,ALYREF,925
SRSF2,ALYREF,990
HNRNPA3,ALYREF,983
GTF2F1,ALYREF,907
RAE1,ALYREF,978
DDX39B,ALYREF,999
ELAVL2,ALYREF,900
DDX3X,ALYREF,928
SNU13,ALYREF,929
ELAVL1,ALYREF,995
BUD31,ALYREF,908
PRPF40A,ALYREF,919
SSB,ALYREF,834
RBM17,ALYREF,918
EFTUD2,ALYREF,993
POLDIP3,ALYREF,927
HNRNPF,ALYREF,980
ILF3,ALYREF,908
SNRPB,ALYREF,960
DDX46,ALYREF,931
TRA2B,ALYREF,997
U2SURP,ALYREF,920
PSMA4,CSNK1A1,903
PSMC4,CSNK1A1,902
PSMD5,CSNK1A1,902
PSMD8,CSNK1A1,902
PSMA3,CSNK1A1,902
PSME2,CSNK1A1,902
PSMD10,CSNK1A1,908
PSMD7,CSNK1A1,902
PPP2CB,CSNK1A1,920
GSK3A,CSNK1A1,830
PSMA2,CSNK1A1,904
SKP1,CSNK1A1,930
YWHAH,CSNK1A1,913
PSMB7,CSNK1A1,903
PSMC1,CSNK1A1,904
PPP2R5A,CSNK1A1,936
PSMA6,CSNK1A1,900
PSMD11,CSNK1A1,905
PSMB1,CSNK1A1,900
YWHAE,CSNK1A1,915
PSMD3,CSNK1A1,900
PSMB6,CSNK1A1,908
PSMA5,CSNK1A1,938
RPS27A,CSNK1A1,902
PSMB4,CSNK1A1,904
PSME3,CSNK1A1,902
YWHAG,CSNK1A1,909
PSMD1,CSNK1A1,911
PSMD2,CSNK1A1,907
PSMC5,CSNK1A1,902
PPP2R1A,CSNK1A1,928
GSK3B,CSNK1A1,956
CUL1,CSNK1A1,937
PPP2R5E,CSNK1A1,915
PSMF1,CSNK1A1,902
CTNNB1,CSNK1A1,990
PSMD12,CSNK1A1,902
PSMB10,CSNK1A1,903
PSMB5,CSNK1A1,914
CACYBP,CSNK1A1,747
PSMD4,CSNK1A1,902
PSMA7,CSNK1A1,929
YWHAB,CSNK1A1,909
PSMB2,CSNK1A1,906
PSMB9,CSNK1A1,902
PSMB8,CSNK1A1,906
YWHAQ,CSNK1A1,942
PSME1,CSNK1A1,902
GAPVD1,CSNK1A1,804
YWHAZ,CSNK1A1,955
CDC42,CSNK1A1,913
KIF3A,CSNK1A1,906
PSMD14,CSNK1A1,902
PSMC2,CSNK1A1,902
PSMD13,CSNK1A1,900
PSMC6,CSNK1A1,908
ARRB1,CSNK1A1,900
PSMA1,CSNK1A1,907
PPP2R5D,CSNK1A1,928
PPP2CA,CSNK1A1,954
PSMD6,CSNK1A1,905
CPB2,GC,753
APOH,GC,825
HRG,GC,878
TTR,GC,880
C3,GC,749
ORM1,GC,703
AMBP,GC,749
HPX,GC,835
HABP2,GC,750
FGB,GC,870
FGA,GC,856
SLC25A18,GC,831
FGG,GC,888
HP,GC,778
APOA4,GC,853
ITIH2,GC,727
SERPINC1,GC,896
LGMN,GC,904
AHSG,GC,903
SELENBP1,GC,743
SERPINA1,GC,729
LRP1,LRPAP1,943
RAP2A,LRPAP1,737
RALGAPA1,LRPAP1,723
RAP1A,LRPAP1,731
RAPGEF4,LRPAP1,738
RHOA,PRRC1,813
NUDT5,PRRC1,717
NME3,NUDT16,900
ATIC,NUDT16,901
NT5C,NUDT16,900
AMPD2,NUDT16,900
NT5E,NUDT16,900
GMPR,NUDT16,900
HPRT1,NUDT16,900
IMPDH2,NUDT16,901
NME1,NUDT16,901
NT5C2,NUDT16,911
ENTPD1,NUDT16,900
ITPA,NUDT16,955
TP53BP1,NUDT16,744
AMPD3,NUDT16,900
SF3A1,LSM6,967
SNRPD3,LSM6,999
PHF5A,LSM6,998
PABPN1,LSM6,910
CSTF1,LSM6,905
HNRNPL,LSM6,920
SF3A2,LSM6,967
DDX5,LSM6,926
PRPF19,LSM6,945
SART3,LSM6,938
SRSF9,LSM6,929
SF3B6,LSM6,927
SNRPA,LSM6,978
SNRPC,LSM6,947
SYMPK,LSM6,910
SNRPB2,LSM6,997
LSM8,LSM6,999
LSM7,LSM6,999
FUS,LSM6,904
SNRPA1,LSM6,998
PRPF38A,LSM6,996
SRSF1,LSM6,936
SNW1,LSM6,940
RBM25,LSM6,873
SNRNP40,LSM6,997
DNAJC8,LSM6,912
NOP58,LSM6,721
PRPF6,LSM6,995
SNRPF,LSM6,999
DHX38,LSM6,918
EIF4A3,LSM6,929
SF3B4,LSM6,967
NHP2,LSM6,705
HNRNPU,LSM6,904
PPIL3,LSM6,938
CPSF2,LSM6,905
NUDT21,LSM6,925
SNRPD1,LSM6,999
SRRM2,LSM6,932
LSM3,LSM6,999
CD2BP2,LSM6,924
PCBP1,LSM6,911
SF3B3,LSM6,996
PPIH,LSM6,997
U2AF2,LSM6,928
DDX23,LSM6,996
USP39,LSM6,986
HNRNPD,LSM6,923
PRPF3,LSM6,998
CSTF3,LSM6,913
HNRNPA0,LSM6,926
SNRNP200,LSM6,996
SF3B2,LSM6,966
PRPF31,LSM6,998
HNRNPM,LSM6,933
WDR33,LSM6,905
SRSF7,LSM6,920
SRRM1,LSM6,920
NCBP2,LSM6,950
SF3B1,LSM6,996
DHX15,LSM6,935
FIP1L1,LSM6,906
HNRNPA1,LSM6,931
SNRPD2,LSM6,999
CPSF7,LSM6,906
HNRNPA2B1,LSM6,932
HNRNPH1,LSM6,916
PTBP1,LSM6,914
EDC4,LSM6,904
PCBP2,LSM6,912
CTNNBL1,LSM6,911
DHX9,LSM6,923
BCAS2,LSM6,963
RBMX,LSM6,911
SRSF11,LSM6,916
CDC5L,LSM6,939
YBX1,LSM6,916
HNRNPH2,LSM6,906
CSTF2,LSM6,928
SF3A3,LSM6,969
PPIL1,LSM6,935
SRSF3,LSM6,921
SRSF4,LSM6,929
PRPF4,LSM6,994
HNRNPR,LSM6,921
NCBP1,LSM6,940
LSM2,LSM6,999
HNRNPK,LSM6,916
CRNKL1,LSM6,971
SF1,LSM6,916
POLR2B,LSM6,907
HNRNPUL1,LSM6,900
SRSF2,LSM6,912
HNRNPA3,LSM6,925
GTF2F1,LSM6,904
SMU1,LSM6,963
ELAVL2,LSM6,900
SNU13,LSM6,997
ELAVL1,LSM6,913
BUD31,LSM6,950
PRPF40A,LSM6,921
RBM17,LSM6,905
EFTUD2,LSM6,997
HNRNPF,LSM6,909
SNRPB,LSM6,998
DDX46,LSM6,927
U2SURP,LSM6,907
ALYREF,LSM6,932
DCN,ADGRL3,702
PRELP,ADGRL3,716
SLC27A1,ACSL1,757
ACSBG1,ACSL1,701
MGLL,ACSL1,873
CPT1A,ACSL1,910
FADS2,ACSL1,952
ACOX1,ACSL1,975
FASN,ACSL1,961
CARM1,ACSL1,904
ACSL4,ACSL1,772
ACSL3,ACSL1,777
ACADM,ACSL1,752
ACSL6,ACSL1,749
TBL1XR1,ACSL1,904
HSD17B4,ACSL1,801
NDUFB4,NDUFA13,994
UQCRC1,NDUFA13,933
ATP5F1D,NDUFA13,847
NDUFB7,NDUFA13,999
NDUFS7,NDUFA13,999
NDUFB3,NDUFA13,999
COX6B1,NDUFA13,703
NDUFA2,NDUFA13,999
NDUFA10,NDUFA13,993
COX5B,NDUFA13,893
NDUFB5,NDUFA13,998
RIPK1,NDUFA13,798
NDUFS3,NDUFA13,999
STAT3,NDUFA13,940
NDUFA9,NDUFA13,999
UQCRC2,NDUFA13,912
NDUFB10,NDUFA13,998
AFG3L2,NDUFA13,785
ECSIT,NDUFA13,987
NDUFS6,NDUFA13,999
NDUFB11,NDUFA13,997
NDUFB9,NDUFA13,999
NDUFC2,NDUFA13,999
NDUFS4,NDUFA13,999
NDUFA7,NDUFA13,999
ATP5PD,NDUFA13,725
UQCRFS1,NDUFA13,990
UQCRH,NDUFA13,922
ACAD9,NDUFA13,977
NDUFS8,NDUFA13,999
CYC1,NDUFA13,958
COX5A,NDUFA13,842
NDUFV1,NDUFA13,999
NDUFAF3,NDUFA13,984
NDUFV2,NDUFA13,999
NDUFA12,NDUFA13,999
UQCR10,NDUFA13,972
NDUFA4,NDUFA13,961
NDUFV3,NDUFA13,995
MT-ND5,NDUFA13,991
NDUFS2,NDUFA13,998
NDUFS5,NDUFA13,999
NDUFA8,NDUFA13,998
SDHB,NDUFA13,832
UQCRQ,NDUFA13,980
NDUFB6,NDUFA13,999
SLC25A6,NDUFA13,819
TXNRD2,NDUFA13,783
NDUFS1,NDUFA13,999
EXOSC6,NDUFA13,734
NDUFA5,NDUFA13,998
NDUFA6,NDUFA13,999
PGLS,GNPDA1,804
HK2,GNPDA1,925
HK3,GNPDA1,933
GNPDA2,GNPDA1,939
MPI,GNPDA1,935
GFPT1,GNPDA1,933
G6PD,GNPDA1,744
AMDHD2,GNPDA1,997
HK1,GNPDA1,952
GPI,GNPDA1,955
SLC2A3,LAMTOR3,900
MAPK1,LAMTOR3,960
ATP6V1D,LAMTOR3,912
PGRMC1,LAMTOR3,900
TSC2,LAMTOR3,926
MLEC,LAMTOR3,900
TMEM30A,LAMTOR3,907
SNAP23,LAMTOR3,908
COPB1,LAMTOR3,919
SNAP25,LAMTOR3,902
ADAM10,LAMTOR3,903
ITGAV,LAMTOR3,900
RHEB,LAMTOR3,945
MAP2K2,LAMTOR3,951
MAPK3,LAMTOR3,959
LAMTOR1,LAMTOR3,999
STOM,LAMTOR3,900
BRAF,LAMTOR3,962
FCER1G,LAMTOR3,900
MAP2K1,LAMTOR3,960
GAA,LAMTOR3,902
RPTOR,LAMTOR3,999
RAP2B,LAMTOR3,904
PRKAG1,LAMTOR3,924
ATP6V0C,LAMTOR3,903
SLC44A2,LAMTOR3,900
MRPL43,LAMTOR3,777
RAP2C,LAMTOR3,913
SVIP,LAMTOR3,900
PRKAA1,LAMTOR3,900
DNAJC5,LAMTOR3,900
MTOR,LAMTOR3,928
CD47,LAMTOR3,900
LAMTOR2,LAMTOR3,999
NRAS,LAMTOR3,911
RAP1A,LAMTOR3,910
YWHAB,LAMTOR3,903
RRAGC,LAMTOR3,999
RAB14,LAMTOR3,937
UBR4,LAMTOR3,905
SLC2A5,LAMTOR3,900
CKAP4,LAMTOR3,900
KCNAB2,LAMTOR3,902
CYBB,LAMTOR3,900
MOSPD2,LAMTOR3,902
RRAGA,LAMTOR3,999
ATP8A1,LAMTOR3,900
DYNLL1,LAMTOR3,900
CD59,LAMTOR3,904
ITGB2,LAMTOR3,900
SIRPA,LAMTOR3,900
AP1M1,LAMTOR3,900
ANO6,LAMTOR3,900
TOM1,LAMTOR3,900
SF3A1,LUC7L3,724
SNRPD3,LUC7L3,858
PNN,LUC7L3,925
VTN,LUC7L3,764
PRPF19,LUC7L3,731
SNRPA,LUC7L3,743
SNRPC,LUC7L3,878
SRSF1,LUC7L3,773
RBM25,LUC7L3,975
SNRPF,LUC7L3,878
SNRPD1,LUC7L3,719
U2AF2,LUC7L3,837
SRSF7,LUC7L3,870
SF3B1,LUC7L3,844
SNRPD2,LUC7L3,886
SRSF11,LUC7L3,869
NFIA,LUC7L3,748
SRPK2,LUC7L3,803
PRPF40A,LUC7L3,839
SNRPB,LUC7L3,797
TJP1,PALLD,709
SRC,PALLD,722
FSCN1,PALLD,747
AKT2,PALLD,709
PSMC4,EIF4E,904
AAAS,EIF4E,900
MAPK1,EIF4E,718
EIF3D,EIF4E,966
EIF5,EIF4E,984
TSC2,EIF4E,776
AGO2,EIF4E,966
EIF3E,EIF4E,969
RPL18A,EIF4E,921
RPL19,EIF4E,915
RPS12,EIF4E,905
NUP155,EIF4E,904
EIF3K,EIF4E,939
RPS16,EIF4E,923
EIF2S3,EIF4E,939
EIF3G,EIF4E,966
NUP210,EIF4E,900
EIF2S1,EIF4E,990
RPL35,EIF4E,933
LRPPRC,EIF4E,727
NUP133,EIF4E,900
EIF3J,EIF4E,956
RHEB,EIF4E,974
RPL8,EIF4E,903
MAPK3,EIF4E,757
NUP54,EIF4E,914
EIF4H,EIF4E,979
EIF4A3,EIF4E,965
RPS11,EIF4E,919
RPS27A,EIF4E,936
RPS3,EIF4E,968
LAMTOR1,EIF4E,916
RANBP2,EIF4E,927
NUP205,EIF4E,902
UBE2L6,EIF4E,902
EIF5B,EIF4E,981
EIF4A1,EIF4E,999
NUP35,EIF4E,902
RPS23,EIF4E,928
PAIP1,EIF4E,988
RPS9,EIF4E,933
RPTOR,EIF4E,988
RPL13,EIF4E,910
EEF2,EIF4E,847
RPL15,EIF4E,915
RPL38,EIF4E,943
NUP93,EIF4E,900
CASP3,EIF4E,946
RPL4,EIF4E,914
PABPC1,EIF4E,993
RPS15A,EIF4E,920
CNOT1,EIF4E,954
RPLP2,EIF4E,920
TRIM25,EIF4E,910
EIF4A2,EIF4E,999
NCBP2,EIF4E,984
RPS7,EIF4E,915
RPL7,EIF4E,928
HNRNPA1,EIF4E,741
RPS2,EIF4E,923
NUP43,EIF4E,904
RPS21,EIF4E,905
RPL3,EIF4E,930
RPL27A,EIF4E,924
RPL21,EIF4E,911
RPLP1,EIF4E,908
RPS3A,EIF4E,930
RPSA,EIF4E,914
RPL22,EIF4E,919
PTBP1,EIF4E,941
NUP214,EIF4E,917
EIF3B,EIF4E,989
MTOR,EIF4E,994
RPL12,EIF4E,915
TPR,EIF4E,909
LAMTOR2,EIF4E,911
RPS27,EIF4E,910
EIF3A,EIF4E,955
PTBP2,EIF4E,914
RPL5,EIF4E,941
FMR1,EIF4E,921
RPL7A,EIF4E,922
YWHAB,EIF4E,904
PABPC4,EIF4E,805
RRAGC,EIF4E,928
EIF3I,EIF4E,968
RPS4X,EIF4E,914
RPL10A,EIF4E,939
EIF6,EIF4E,791
RPL11,EIF4E,933
EIF2S2,EIF4E,958
NCBP1,EIF4E,995
NUP160,EIF4E,900
ISG15,EIF4E,919
ARIH1,EIF4E,906
RPS6,EIF4E,995
RRAGA,EIF4E,929
RPL13A,EIF4E,926
RPL24,EIF4E,924
G3BP1,EIF4E,778
RPL34,EIF4E,911
RAE1,EIF4E,908
RPL14,EIF4E,912
RPS8,EIF4E,942
DDX3X,EIF4E,937
RPS14,EIF4E,926
RPL31,EIF4E,908
EIF4B,EIF4E,996
RPL23A,EIF4E,924
RPS18,EIF4E,918
RPL9,EIF4E,922
RPL6,EIF4E,927
RPL10,EIF4E,906
RPS24,EIF4E,916
EIF4G1,EIF4E,999
RPL32,EIF4E,918
PPP2R5D,EIF4E,900
RPL37A,EIF4E,916
RPL29,EIF4E,922
RPL35A,EIF4E,913
EIF1,EIF4E,981
RPL23,EIF4E,905
ALYREF,EIF4E,931
LAMTOR3,EIF4E,910
UQCRC1,COX7C,934
ATP5F1D,COX7C,954
NDUFB7,COX7C,978
NDUFB3,COX7C,861
COX6B1,COX7C,998
PMPCB,COX7C,898
NDUFA2,COX7C,944
COX5B,COX7C,999
NDUFB5,COX7C,771
UQCRC2,COX7C,936
NDUFS6,COX7C,928
NDUFB9,COX7C,897
NDUFC2,COX7C,919
ATP5PO,COX7C,940
NDUFS4,COX7C,839
ATP5MG,COX7C,937
ATP5PD,COX7C,916
UQCRFS1,COX7C,988
CYCS,COX7C,992
UQCRH,COX7C,976
NDUFS8,COX7C,787
CYC1,COX7C,961
COX5A,COX7C,999
RPS15A,COX7C,764
UQCR10,COX7C,986
NDUFA4,COX7C,992
MT-CO2,COX7C,999
COA6,COX7C,963
RPS27,COX7C,788
ATP5PB,COX7C,780
COX7A2,COX7C,995
NDUFS5,COX7C,868
COX7A2L,COX7C,979
UQCRQ,COX7C,999
RPL24,COX7C,745
RPL34,COX7C,730
RPL31,COX7C,794
RPL9,COX7C,853
NDUFA5,COX7C,965
NDUFA6,COX7C,927
RPL35A,COX7C,776
ENOPH1,PGM3,874
MPI,PGM3,827
UGP2,PGM3,713
GFPT1,PGM3,835
UAP1,PGM3,991
ME1,PGM3,757
PGM1,PGM3,902
GLO1,PGM3,854
PGM2,PGM3,822
PGM5,PGM3,877
UAP1L1,PGM3,981
AMDHD2,PGM3,933
PUDP,PGM3,945
GNPDA1,PGM3,709
MAPK1,RNASET2,901
ARSA,RNASET2,912
CTSG,RNASET2,902
PYGB,RNASET2,902
MPO,RNASET2,900
CTSC,RNASET2,903
TTR,RNASET2,900
C3,RNASET2,901
PYCARD,RNASET2,907
ACLY,RNASET2,900
ACTR10,RNASET2,902
GNS,RNASET2,900
GGH,RNASET2,913
SDCBP,RNASET2,903
LYZ,RNASET2,908
HEXB,RNASET2,903
FAF2,RNASET2,902
ARSB,RNASET2,900
GALNS,RNASET2,902
CCT8,RNASET2,900
FABP5,RNASET2,900
CCT2,RNASET2,902
GUSB,RNASET2,910
PA2G4,RNASET2,900
GLB1,RNASET2,911
PSMD1,RNASET2,900
TOLLIP,RNASET2,902
MRPL12,RNASET2,744
TUBB,RNASET2,901
TUBB4B,RNASET2,900
PRDX6,RNASET2,905
PTGES2,RNASET2,900
ANXA2,RNASET2,902
VAT1,RNASET2,902
DYNC1H1,RNASET2,900
GM2A,RNASET2,902
VCP,RNASET2,900
CYB5R3,RNASET2,902
MNDA,RNASET2,906
DPP7,RNASET2,907
CTSA,RNASET2,924
CAP1,RNASET2,908
FUCA1,RNASET2,915
PADI2,RNASET2,900
FTL,RNASET2,907
ACTR2,RNASET2,905
TXNDC5,RNASET2,900
GDI2,RNASET2,900
CPPED1,RNASET2,904
NIT2,RNASET2,768
GCA,RNASET2,900
ORM2,RNASET2,902
NAPRT,RNASET2,903
SUCLG2,RNASET2,778
ITGB4,ERBIN,712
STUB1,ERBIN,901
CDC37,ERBIN,903
SMAD2,ERBIN,719
ARVCF,ERBIN,758
TMPO,ERBIN,710
RPS27A,ERBIN,907
EGFR,ERBIN,964
DST,ERBIN,767
HSP90AA1,ERBIN,910
PKP4,ERBIN,879
CUL5,ERBIN,915
COQ9,ETFDH,837
D2HGDH,ETFDH,785
HADHB,ETFDH,909
ETFB,ETFDH,999
COQ8A,ETFDH,711
ACADM,ETFDH,826
IVD,ETFDH,770
EIF3D,RACK1,776
PSMA3,RACK1,865
EEF1A2,RACK1,955
EIF3E,RACK1,998
RPL18A,RACK1,999
SEC61B,RACK1,965
RPL19,RACK1,999
RPS12,RACK1,999
SEC61A1,RACK1,963
MRPS7,RACK1,887
TRAF2,RACK1,937
EIF3K,RACK1,884
RPS16,RACK1,999
EIF2S3,RACK1,991
EIF3G,RACK1,993
EIF2S1,RACK1,989
CCT7,RACK1,961
RPL35,RACK1,999
RIPK1,RACK1,907
PSMA6,RACK1,761
PSMD11,RACK1,900
ELOB,RACK1,967
RPL8,RACK1,999
SRP14,RACK1,964
WDR61,RACK1,771
RPS11,RACK1,999
PSMA5,RACK1,858
RPS27A,RACK1,997
MRPS5,RACK1,784
PELO,RACK1,969
RASA1,RACK1,948
CCT6A,RACK1,785
RPS3,RACK1,999
CCT5,RACK1,950
DENR,RACK1,945
CCT8,RACK1,950
EIF5B,RACK1,899
KPNB1,RACK1,877
EIF4A1,RACK1,891
CCT3,RACK1,754
ABCE1,RACK1,981
RPS23,RACK1,999
HSPA9,RACK1,727
CCT2,RACK1,972
PA2G4,RACK1,801
RPS9,RACK1,999
HSPA4,RACK1,761
PPID,RACK1,712
SRP9,RACK1,945
PRKCB,RACK1,773
PCBP1,RACK1,859
PRKCE,RACK1,806
MRPL13,RACK1,791
RPL13,RACK1,999
EEF2,RACK1,999
MRPL11,RACK1,777
RPL15,RACK1,999
PSMD1,RACK1,900
RPL38,RACK1,999
PSMD2,RACK1,912
PSMC5,RACK1,856
RPL4,RACK1,999
SRP68,RACK1,824
PABPC1,RACK1,864
STAT2,RACK1,819
TCP1,RACK1,889
MRPS11,RACK1,760
RUVBL1,RACK1,752
RPS15A,RACK1,999
RPLP2,RACK1,998
PLEC,RACK1,966
EEF1G,RACK1,978
GNG2,RACK1,936
HSP90AA1,RACK1,974
EIF5A,RACK1,849
EEF1A1,RACK1,999
RPS7,RACK1,999
RPL7,RACK1,999
RPS2,RACK1,999
RPS21,RACK1,999
RPL3,RACK1,999
RPL27A,RACK1,999
RPL21,RACK1,999
ANXA2,RACK1,736
RPLP1,RACK1,998
RPS3A,RACK1,999
RPSA,RACK1,999
RPL22,RACK1,998
HNRNPH1,RACK1,704
PCBP2,RACK1,919
ETF1,RACK1,989
EIF3B,RACK1,992
STAT1,RACK1,885
RPL12,RACK1,999
RPS27,RACK1,999
EIF3A,RACK1,944
SYNCRIP,RACK1,787
RPL5,RACK1,999
PSMA7,RACK1,750
SERBP1,RACK1,899
MCTS1,RACK1,849
RPL7A,RACK1,999
SRC,RACK1,987
EIF3I,RACK1,992
RPS4X,RACK1,999
RPL10A,RACK1,999
EIF6,RACK1,928
RPL11,RACK1,999
SKIV2L,RACK1,719
RPS6,RACK1,999
GART,RACK1,715
RPL13A,RACK1,999
HDLBP,RACK1,749
EEF1B2,RACK1,962
GRB2,RACK1,919
RPL24,RACK1,998
CCT4,RACK1,974
RPL34,RACK1,999
RPL14,RACK1,999
RPS8,RACK1,999
SNU13,RACK1,708
ELAVL1,RACK1,742
RPS14,RACK1,999
RPL31,RACK1,998
EIF4B,RACK1,885
RPL23A,RACK1,999
PSMC2,RACK1,707
RPS18,RACK1,999
GSPT1,RACK1,978
RPL9,RACK1,999
RPL6,RACK1,999
DOCK4,RACK1,890
HRAS,RACK1,933
PRKCA,RACK1,735
RPL10,RACK1,997
RPS24,RACK1,999
RPL32,RACK1,998
RPL37A,RACK1,999
RPL29,RACK1,998
RPL35A,RACK1,999
EIF1,RACK1,974
RPL23,RACK1,999
EIF4E,RACK1,706
MRPS35,MRPS27,971
MRPS7,MRPS27,980
PTCD3,MRPS27,991
MRPS36,MRPS27,956
MRPL44,MRPS27,958
MRPS5,MRPS27,988
MRPS28,MRPS27,996
MRPL49,MRPS27,924
MRPL58,MRPS27,957
MRPL39,MRPS27,907
MRPL13,MRPS27,924
MRPL11,MRPS27,989
TSFM,MRPS27,912
MRPS31,MRPS27,976
MRPS11,MRPS27,979
MRPS23,MRPS27,978
TUFM,MRPS27,932
MRPL40,MRPS27,902
MRPL12,MRPS27,972
MRPL43,MRPS27,972
MRPL21,MRPS27,902
DAP3,MRPS27,992
RPL5,MRPS27,738
MRPL19,MRPS27,976
